Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2024-02-16,0.043937446843141735,0.06289973826000012,-0.05811360740018004,0.13671566230048576,0.11776337507750921,0.07876051279804203,-0.005831937307294199,-0.14196082379183778,-0.18825862794329395,0.1370412085756548,-0.07748380295506951
2024-02-20,0.03638362335550459,0.054733421951585745,-0.055574255830453174,0.1261392543250631,0.1108618749105461,0.051939513010806744,0.02853595167578437,-0.14459054534332616,-0.1947379485701239,0.12492146531930434,-0.08473568974339088
2024-02-21,0.04566878102386778,0.05253282394668078,-0.040439786654109564,0.126745676748844,0.11215959960223053,0.0412105708021618,0.03735250261891732,-0.12975840185853638,-0.17357623102234782,0.13194685072333656,-0.07768309515464099
2024-02-22,0.06438492562944484,0.07062605892507771,-0.0384771471037427,0.1396322256344038,0.12764173224725683,0.0915702885608228,0.04445945150531212,-0.13324389985372936,-0.1847876342721699,0.1394385810037828,-0.04601562504092893
2024-02-23,0.07244437072386688,0.0692592506774122,-0.049204926009787396,0.1460067248774659,0.13448181546089574,0.09577509259189082,0.0475175189154805,-0.12540033531801714,-0.17386639540461313,0.1379823943689591,-0.052099029424726856
2024-02-26,0.05926636669958885,0.029737769995077504,-0.04187650911529388,0.13071276035975463,0.12878838307402826,0.09286366756407802,0.03160403709652368,-0.15020257036573637,-0.21502926438411502,0.12149220840674425,-0.04935104867412343
2024-02-27,0.062277068294774446,0.05011585491317661,-0.05455535077291842,0.1330149706998052,0.12920557169594166,0.09689402358480428,0.027933868461534242,-0.15286355494475923,-0.18383146213780835,0.11024248931913207,-0.04392053470033147
2024-02-28,0.070066232476238,0.04299383437219548,-0.05480915972418802,0.14344436895234194,0.1396179463609357,0.08698560304672998,0.03317630320850748,-0.1330347794243703,-0.17981767009159075,0.10677609987037164,-0.03791606058168927
2024-02-29,0.07723219924089703,0.058513451562971414,-0.04548000170653995,0.14270339712746968,0.14588529895556832,0.10814929784865171,0.025051081732669293,-0.12396425116199948,-0.18239035026037811,0.09525865845101211,-0.030850608335261
2024-03-01,0.07658208007283017,0.08400146323963106,-0.014905591443347715,0.13196540005384405,0.1464641369504734,0.1317276147485994,0.0340825999861335,-0.111517043425748,-0.18565001324694577,0.11687571882964787,-0.021316903139615845
2024-03-04,0.07376836461116844,0.06301815200223329,-0.04313684465672918,0.12389113162576017,0.13817429781353516,0.13005846999131293,0.02518512709260627,-0.09875027887315942,-0.15943442257138735,0.09976487837604867,-0.04682294669962213
2024-03-05,0.050633216039636796,0.043882215355759466,-0.03390844402402507,0.11576354196352824,0.10302059917023111,0.07440832778489574,0.025748437587983595,-0.14499483131172605,-0.17684686446116746,0.07957801756035973,-0.08570300340252879
2024-03-06,0.076536755863822,0.058254911407908005,-0.022978428153757086,0.12284496564523222,0.11214076086304839,0.10485659133139061,0.041476112962524556,-0.14039436588352752,-0.15534449874559,0.09167701778194882,-0.0885226822288355
2024-03-07,0.10524882721897642,0.09699408377878668,0.012766838776715861,0.1253906902240614,0.13350945545543616,0.13126160993622377,0.06177785793706297,-0.1359637173926352,-0.1360230765017604,0.10288575441251793,-0.0757719223320798
2024-03-08,0.09530028349350755,0.0968630295596189,0.03630036593478427,0.1345988179762465,0.12374556240618793,0.10888773941452502,0.048065702694958856,-0.11017431357043699,-0.14469912659597695,0.09814396979006208,-0.08449639962000405
2024-03-11,0.1060074746116257,0.06936216090035069,0.06498327097366013,0.13116696384586712,0.11167537602974097,0.0895229386886145,0.05466463507265565,-0.12106814255991259,-0.13310255471234209,0.09835007798971825,-0.09831070676517062
2024-03-12,0.10169246970820577,0.08229340982322343,0.0499638863952667,0.1299192534341848,0.11754405247354761,0.12148169587637041,0.07294221528359657,-0.12356031270126538,-0.14943715405899344,0.10625288322043348,-0.08667932282586424
2024-03-13,0.10482428701117143,0.09484234342359776,0.08136850449870264,0.1313206435713051,0.11265540265657711,0.08865335507211994,0.06786089665136076,-0.139042323977668,-0.1433546254006458,0.09076353014126277,-0.09348565981634421
2024-03-14,0.08727081792357065,0.0851062214745153,0.11861005644014612,0.10607540677556962,0.09858141605023524,0.081742463832356,0.048213984529261664,-0.1653891998793557,-0.15420274310535764,0.07858646815099656,-0.10891427451833378
2024-03-15,0.0750525909680705,0.05356942987364712,0.10938781164783926,0.08649285770931496,0.08680135105715636,0.04051144434320221,0.028615033429960857,-0.20175182702384795,-0.1871751936622337,0.05085429857947947,-0.14102202690668011
2024-03-18,0.061321784582538355,0.0907057672797856,0.08423560838559435,0.08764528186082925,0.07666961826275359,0.05326804003500359,0.05772302899045979,-0.22838705263430875,-0.16577729007538403,0.055896657575153774,-0.14014593811695403
2024-03-19,0.06433392911456799,0.09282334517961181,0.10259646902706043,0.10287438486542035,0.08998689958854007,0.058512048051958254,0.06537679127892322,-0.2163398423507797,-0.13164489578372113,0.07896771046821445,-0.12610665919750577
2024-03-20,0.0762753054140472,0.103522887333321,0.09063895201529894,0.11224766158212471,0.10312263491735268,0.07833565321178797,0.06061846680853951,-0.20621152164770257,-0.12698678516091846,0.07244893672230493,-0.10451970256438536
2024-03-21,0.07089141978247895,0.09284690006572413,0.08555873098195113,0.1129838707942476,0.10545307443819005,0.0756813403502826,0.05961126078225254,-0.2060080024356773,-0.13567085220745612,0.06790137196805728,-0.10134973995855409
2024-03-22,0.07490613708440233,0.10612136040601199,0.0913489521314926,0.10906545151339424,0.11677091027528556,0.09331968827040006,0.07113894486426572,-0.21475933169519265,-0.11171103564223908,0.08132022737638374,-0.09904496318263371
2024-03-25,0.0642739021586497,0.08778168389052075,0.0993999615111937,0.0900904228483606,0.09160152466696042,0.06717021561297054,0.05789055373184632,-0.22991437762731007,-0.10463795989549066,0.0653671243852337,-0.12050609877472301
2024-03-26,0.05603719175104493,0.08324267123297803,0.07980672213033035,0.09481061699425061,0.07871953688521033,0.05716407307748211,0.05088738576055034,-0.24123916105825688,-0.12985960896088888,0.06753205016912378,-0.11058215963290267
2024-03-27,0.07282041672054912,0.0897041238064691,0.08828424679045423,0.1150466169628236,0.10176696402412293,0.06320399641733015,0.06778631466410127,-0.20414446459235067,-0.08430425766203303,0.08988588464036272,-0.09304451993820177
2024-03-28,0.07309655236474992,0.08620506893075174,0.10507173087038109,0.11783100755816452,0.1002880436462727,0.0587796137812919,0.06463189349887326,-0.19833681066866163,-0.07037036158747076,0.08544730838155531,-0.1024745546795499
2024-04-01,0.07232483300639317,0.09925672524824533,0.13093568619422144,0.10290539114510934,0.08367507088489719,0.06325153782503044,0.047539353165503374,-0.2361570881560407,-0.08961087293950368,0.06469829788420875,-0.1114244057279117
2024-04-02,0.06898337509589174,0.10278933429101894,0.14942041331554184,0.09533615258799921,0.07528203210592892,0.04650287408513315,0.034719992255948545,-0.2453175381649575,-0.0850579453141683,0.03100107982015975,-0.13333449660966315
2024-04-03,0.08326007117037466,0.12601315172224659,0.14499594144472233,0.08961873838928307,0.09734967444774259,0.08153356947003443,0.0006192222740260545,-0.25316492885360853,-0.10742139272861577,0.010789440615799454,-0.12245161104725144
2024-04-04,0.07387722617415737,0.10120773248126604,0.12531839482617374,0.07524146470733889,0.0956823011933855,0.05954694864331568,0.0001585457750955463,-0.24340937702540563,-0.11501098764589449,-0.016929561332083457,-0.12359554300716284
2024-04-05,0.09617462687230353,0.12648258769265472,0.15886371356584542,0.09044011026517972,0.12326628146531023,0.09150984819858862,0.004842199499027037,-0.22937246781306941,-0.10629487684192944,-0.004342335143149814,-0.10576056553225768
2024-04-08,0.09592498988371537,0.12193751072540743,0.14413332785699748,0.09479432010080704,0.11820284071569641,0.08936686278944991,0.004172360788420624,-0.21210301964813635,-0.09757758530713612,-0.00989945769763063,-0.08937085324340316
2024-04-09,0.09438104826787053,0.10679690527532527,0.158545801000046,0.07570375068618815,0.10596165010848642,0.07275148223133472,0.006337458069279867,-0.20293747307492266,-0.09451340402194594,-0.011745689639178068,-0.09775190780728114
2024-04-10,0.07407353168283215,0.09238617976934256,0.18468078392788753,0.051221274579083695,0.091277244456068,0.04535281157643958,-0.003661042213755711,-0.27164059928619866,-0.11925410078330509,-0.03517669845564145,-0.12367316939854008
2024-04-11,0.07392818347887209,0.10038226206016793,0.19512152484544731,0.034830068602765454,0.08800466889046239,0.0768823315536271,-0.006391850845981463,-0.2712388486554502,-0.12289375041914413,-0.04782783640676249,-0.11665856326894257
2024-04-12,0.03998700879804843,0.06904655820379704,0.15588583825226462,0.01141404477031293,0.06796566226041172,0.03740810544371543,-0.026627850214358498,-0.2803622420360335,-0.11287799226943485,-0.07656977768160719,-0.14627062830559723
2024-04-15,0.029124176455878066,0.0372172157083296,0.12249077913428442,0.0032822158024673823,0.05312411019171194,-0.0051629488988336955,-0.037939430492826345,-0.31784239859452723,-0.13615481600002807,-0.07799767774055101,-0.16533962173362696
2024-04-16,0.025916124726363753,0.036573550826388974,0.1324943708099801,-0.0029745887345339964,0.059618980412251846,-0.005389837151472246,-0.03149903142183101,-0.3382841360661862,-0.1499351261726898,-0.07130331447960764,-0.17470211241561137
2024-04-17,0.03850039214678805,0.04156281026377331,0.13629157216954207,0.004098894195053278,0.056397564763314444,-0.02934293890014402,-0.02351457986284007,-0.3349654367196701,-0.09605083807228747,-0.07265230010832138,-0.17478946158795272
2024-04-18,0.03573900166207308,0.038335167582222926,0.13159134257437988,0.009462960121169144,0.03473162805914474,-0.07221392242810393,-0.01306935401707347,-0.3283927765991191,-0.07382977310279845,-0.07264978455597679,-0.19182614799626774
2024-04-19,0.03307026178468428,0.0014738710043744815,0.15340693305640474,0.02020517544799088,0.02400939943414107,-0.13429351155350197,0.00932803082902144,-0.3307478574089931,-0.04281573104561673,-0.06597623863565888,-0.2171072736703207
2024-04-22,0.031975384776809085,0.002126132833293548,0.1630316941385738,0.03957545868113606,0.03104150279183357,-0.12182193769170976,0.03362415422087828,-0.3215557006582404,-0.0192081707046335,-0.06294049322435573,-0.20487127146135367
2024-04-23,0.010738303416538558,0.02207815683500896,0.17253136950225878,0.050864826827668526,0.060107757167716505,-0.09788964717939155,0.028055052097648907,-0.30105989024494656,-0.011862677372156405,-0.03706085621305592,-0.1810943847023775
2024-04-24,0.02701862197155916,0.016752075048753215,0.15732506871901408,0.04613696725956927,0.05034055083407376,-0.09585273589010558,0.05673162143243047,-0.2811360308239984,0.0156857186586834,-0.0337784727350201,-0.1598317393743697
2024-04-25,0.03017703669713232,-0.07268751287067463,0.14138978317491654,0.028831549209494264,0.04627209496639749,-0.10405620533535101,0.041751754405451015,-0.30386257288722235,0.0014422129618897606,-0.045463631250028766,-0.14546555345954232
2024-04-26,0.0423618051084228,-0.02306218042992273,0.11299502875143909,0.021990204220566658,0.051354057413775495,-0.07110737405574422,0.03235960880078584,-0.29825515950075693,-0.023837420328124637,-0.05061961272378193,-0.133408173266794
2024-04-29,0.05408085125591326,-0.05468827688840435,0.1290384562326774,0.016272375275901543,0.05803580446462699,-0.071763890466216,0.032810742215604836,-0.2860129367939382,-0.003923066223553429,-0.051076725945255946,-0.10517235249602394
2024-04-30,0.01137398972118181,-0.08068607628897524,0.053086464543323254,-0.016605418529910907,0.024560639170146017,-0.10673476144384944,0.018127139521731096,-0.3091950527996422,-0.014067945193978013,-0.05475019493335221,-0.15142015097996073
2024-05-01,0.036264614898174716,-0.03682866875174899,0.04111905046101102,-0.0036337044390691783,0.032154523443165293,-0.10535308263081149,0.012896975721811966,-0.3012553199466642,0.011234719032183524,-0.049915535295370045,-0.14420373799148792
2024-05-02,0.008158564320640882,-0.02764185795195774,0.053052293002625116,-0.00029184813691577466,0.026073590186525088,-0.09032960593316357,0.009399215381869568,-0.2933677137583829,0.0014378903604410909,-0.06395193343614625,-0.14008576201962603
2024-05-03,0.034945800353820715,-0.04610891271024346,0.05166530337080252,-0.00012122799233744291,0.033098940175482816,-0.047621226359559,0.018858879804046186,-0.26746256745631086,0.03796647713559545,-0.057648161790562785,-0.14522995588337803
2024-05-06,0.07631387355996272,-0.0048207928416970774,0.07074345487722286,0.031781231691421524,0.059562338416756073,-0.026924366555140446,0.02642843647704428,-0.2470181563504217,0.07284320834027806,-0.05285717992910537,-0.11070024265157624
2024-05-07,0.08163038655238147,0.0005887298600424154,0.06508748618769855,0.03652708103267441,0.05565715466357482,-0.028756063071721252,0.040968734216629235,-0.24335376449789542,0.09215727002104682,-0.04744392295020901,-0.1305144537146279
2024-05-08,0.06322817881690274,-0.007891086506034404,0.060351973505726096,0.03607956385252117,0.04859753743500719,-0.03629738501220729,0.03580955132909761,-0.2594343467513409,0.11339148227497799,-0.05685556722376463,-0.14870842586008698
2024-05-09,0.08766594291999216,-0.0017364690728389892,0.07654604681108046,0.055489152514458503,0.06882298513882804,-0.04000132387210253,0.04801206340298573,-0.22373506056501305,0.1541866131150272,-0.03848035737889191,-0.1404731632369185
2024-05-10,0.08777290558220682,3.6281498264484346e-05,0.0827026066544081,0.060371662196584415,0.06864871062281594,-0.045901922393366754,0.06399202101648253,-0.232921432200308,0.1474844163081254,-0.03373878681227525,-0.15753273687961147
2024-05-13,0.0777152684982193,-0.006905492772890293,0.06481312762992175,0.047046864676105415,0.0583041770538018,-0.028975160294195695,0.050627367842718915,-0.2251018363473531,0.13385582654486658,-0.036978390170658904,-0.1590990027728245
2024-05-14,0.09573757125982545,0.01714091550266498,0.07903111213933978,0.07228017597827294,0.06904969872156616,0.00621464547770993,0.05829911890488116,-0.19347544596763724,0.15979900771943012,-0.019108579458122762,-0.13011164639877698
2024-05-15,0.09229869181599187,0.013545071788522926,0.08480967143036411,0.0759415239547371,0.06496740741367191,0.02930831932689716,0.06170693432727406,-0.16956725295872555,0.1854817277141189,0.0013934591428944772,-0.137818415473675
2024-05-16,0.05705610324246431,0.0036915097398102954,0.04890020522775768,0.058003007079891915,0.04472522029521623,0.02439309665125497,0.07387955554074092,-0.1967066664414481,0.1581305576310132,-0.008239211287600322,-0.16132218160740633
2024-05-17,0.06886905671692296,0.02367111527176963,0.07819716528728299,0.06959415382825339,0.053446296854335745,0.02957542397608106,0.0672048774012772,-0.18612023300819422,0.16130028672938332,-0.007664741486627592,-0.14591177998714341
2024-05-20,0.0741146746928131,0.031182580486451207,0.07484253814335785,0.043965341664007354,0.06076757438560791,0.058460360911742226,0.04183131185399694,-0.1958627177970065,0.15847029538317708,-0.008493214820419055,-0.15028921661634573
2024-05-21,0.06813938580033733,0.029674370731147082,0.04437348593213864,0.053904803450615116,0.049759951655459204,0.06702724665080573,0.050069109357926696,-0.20458707311214797,0.16235513446839983,-0.007294508916593824,-0.14572722253091688
2024-05-22,0.037163586089613856,0.016726413925455826,0.002758581327340491,0.030079141016253343,0.03939446863052726,0.03585896597528128,0.03863176792237421,-0.2226994526457499,0.14577509287470414,-0.015317627293192068,-0.18378674983492777
2024-05-23,0.01278021944279846,-0.0038001207509399636,-0.008585249615524239,-0.003449919819161828,0.00962311504066081,0.021585911690664806,0.011053221394220998,-0.2622322351887187,0.10072073306977583,-0.041857885892993676,-0.20921456597841198
2024-05-24,0.03674603986708323,0.03739754771496245,-0.009456771141730186,0.01383075740413241,0.021419355836506677,0.03743958580545473,0.02050668091293546,-0.25098149331651687,0.14563273714480074,-0.04341822253730574,-0.19416119124253745
2024-05-28,0.02498982948996799,0.03232494844619902,0.01571190000851755,-0.011475318702144625,-0.0050794839101148265,0.040945324516660775,0.0045011142395870625,-0.2621359496444654,0.1217182090166716,-0.06498505932401608,-0.2017718451413603
2024-05-29,-0.007507340362001964,0.028710705429514854,-0.01823510824439637,-0.03133298470511098,-0.03707796423927045,0.0328746076032134,-0.01113503150728451,-0.29076078847687664,0.09055423481906359,-0.07529139785829894,-0.21741110163172517
2024-05-30,0.000886289630815381,0.01282835160473576,-0.017730994452820573,-0.020205597165321304,-0.026730302538908957,-0.025388926369699714,-0.004224452094027026,-0.2737532247529432,0.11836370782909672,-0.06626248333589169,-0.2132283843878837
2024-05-31,0.020200465577065913,0.02572483380155232,0.018854002606145073,0.009914915419446998,-0.007231404935836957,-0.04028165651275506,0.026614267057241344,-0.2501439726283678,0.16301699708338135,-0.04837906547791874,-0.2063422019646494
2024-06-03,0.0007393651139097554,0.04787239773525845,-0.023421651245843382,-0.005279378962079709,-0.0354732564982848,-0.03531449222607025,0.02498187303349584,-0.2678540107489319,0.11876908600016248,-0.03318137796287904,-0.19396959382763668
2024-06-04,-0.01622332247621816,0.06441012580581335,-0.050263666421984654,-0.014753457488207385,-0.031979132970275395,-0.005467937630175716,0.039967927519244634,-0.23881424512821453,0.12121827522322587,-0.01990438838675727,-0.17981193886654792
2024-06-05,-0.010047356477230991,0.07584472632281163,-0.053711131905094626,-0.014236806919312351,-0.01737530752570584,0.030519963955721624,0.026797189642303047,-0.24650599076777735,0.09812182559317151,-0.017678399428345877,-0.1656243655886083
2024-06-06,-0.020129130922916856,0.059361252501922826,-0.05225332138774725,-0.013689147742827756,-0.037225781246535444,0.007706243009792455,0.027169287321903334,-0.24373735617299624,0.06890595242560411,-0.015776955940939946,-0.15972584145313867
2024-06-07,-0.0343065898472026,0.04679467099143298,-0.06369405648693446,-0.006300444977588783,-0.032915204148372824,0.02805660664044356,0.025306652845766178,-0.26878798072322607,0.043355479140924275,-0.01174909051270562,-0.16364117358639962
2024-06-10,-0.04741417934290315,0.053929426216398374,-0.05953893889828349,-0.015793562757192466,-0.021549384649879745,0.035912005249050735,0.018123165106855087,-0.2552921738272871,0.06408236072640705,-0.0038572396533208134,-0.1550244611502788
2024-06-11,-0.04795950145195241,0.04853576602573568,-0.061800686701430046,-0.042767423270052486,-0.03733906428136693,0.03400772672412826,0.011798625569527951,-0.25841293396839227,0.06237982130502379,-0.01680789643546787,-0.16831828991466688
2024-06-12,-0.05387683918663258,0.0423123384460786,-0.09852757391816853,-0.051943118279571696,-0.021419423339293028,0.06857178721453881,-0.013015636731962191,-0.23988405192809195,0.04132494982265628,-0.017129683242537146,-0.14717076510908184
2024-06-13,-0.04927606939336098,0.027022847203621782,-0.12609578558884077,-0.04527517740315121,-0.029914176706683455,0.07687499488914863,-0.0023993892776138608,-0.21695210176873453,0.05500058980272274,-0.015185756220581556,-0.13931975184194717
2024-06-14,-0.06789506526257301,0.044302408323226364,-0.14301144700515717,-0.050560264720802724,-0.0500620195086754,0.09788073007777583,0.0016580453743284436,-0.21504572995763924,0.0484017189266758,-0.011844939873527527,-0.1440685808024318
2024-06-17,-0.05536880955960507,0.03287226901778198,-0.14147767130664446,-0.03903024886999507,-0.03031798170222188,0.10905806584200864,0.014027813820728102,-0.22423467947242254,0.02057882852287543,-0.013780069130473702,-0.1192885508165364
2024-06-18,-0.057656731552081876,0.02114248034414644,-0.14452080400347667,-0.03148378266920314,-0.028246994785631745,0.1046837736528298,0.012830969985337145,-0.21725344127668542,0.01189677003497254,-0.017765252490134137,-0.1342625117219649
2024-06-20,-0.06541223073673955,0.017761878400347035,-0.10912000659364735,-0.032739761202813,-0.03873340431271567,0.06864979883553304,0.0053163258100689965,-0.22597563227425754,0.028011077590488494,-0.008951260965644806,-0.14640494380907448
2024-06-21,-0.06922053002018791,0.030559770810155755,-0.12585326054754958,-0.04836621772050821,-0.05245809599577904,0.06422817493825213,0.0063334103146222755,-0.22511201061540245,0.017708262999214477,-0.004681000905401661,-0.13648351599800412
2024-06-24,-0.05061766038213952,0.032344856677056,-0.07668981971213738,-0.016661107055529478,-0.040782212682028654,0.012526831716194467,0.03149561437630074,-0.20118855448850287,0.04269867659411042,0.008353575491920695,-0.13573685900961607
2024-06-25,-0.07594686917637865,0.047525367688947724,-0.08138237822769194,-0.027664670322929255,-0.05122678836069746,0.05670751470215919,0.02124023810590129,-0.22295032422174033,0.01808632177409692,0.0034357942448900794,-0.1400136087331227
2024-06-26,-0.07650793878714954,0.04986385266287911,-0.09276962049735132,-0.04354029304663312,-0.052948123142819895,0.05885047887322426,0.01649368558298352,-0.22116315064030675,0.022118902903258783,-0.007366651819912391,-0.1143679484251198
2024-06-27,-0.09546929235632112,0.050427520626303735,-0.09736658023842862,-0.05740075038158288,-0.0661512595176825,0.05432055877617052,-0.0026835114600483566,-0.22943987497355758,-0.0034680338908023786,-0.023626316597299954,-0.11430401448439281
2024-06-28,-0.0986839556219634,0.03319527024739065,-0.10043452837049233,-0.05609620845404677,-0.06550892640898444,0.05557705208583584,-0.01289077845623586,-0.2212127616814487,-0.03319741519421769,-0.02539186902465225,-0.13239196610212595
2024-07-01,-0.12607188273347153,0.016612963183775586,-0.10650679356413684,-0.046408807311237324,-0.07898663222654692,0.06813558177855948,-0.018848859008271726,-0.22102555071537652,-0.04046804857265232,-0.028012324264005593,-0.11848673498995377
2024-07-02,-0.11913125733800697,0.036271039835151474,-0.1211219331484981,-0.01840934172042799,-0.06391210264615253,0.08929401548501903,0.00025514980847215693,-0.20229604659493883,-0.032069519555971364,-0.019294029128160292,-0.0664992716713744
2024-07-03,-0.11071895247675455,0.028780978724816757,-0.11930836382903973,-0.0241433611351407,-0.06186427491766889,0.10951738947516457,0.008395180272871311,-0.20471269308811807,-0.015938030512851246,-0.033396985637250735,-0.05489104095487802
2024-07-05,-0.09788242945973943,0.06762307378026201,-0.14844226096715213,-0.013049826661818174,-0.0601996925529112,0.13124016036457273,0.037534137366887724,-0.19012680078094124,-0.010311168385649917,-0.0031551433888021597,-0.026366096086873646
2024-07-08,-0.10076658745318265,0.03817225935038535,-0.1695818534729297,-0.027718410772395216,-0.07101044346944009,0.12604525868534922,0.032665120005993795,-0.19244682339126792,-0.011370866214622244,-0.014318286952740681,-0.031313198941922096
2024-07-09,-0.1210367902171402,0.04439782863613014,-0.1800418666916609,-0.016821314820666546,-0.07778817126908798,0.12563749681398728,0.02892758498682995,-0.20053434641013634,-0.012503648457163667,-0.0013935634847651035,-0.03470116843849666
2024-07-10,-0.09820675614190988,0.05581937696543586,-0.16800177162925176,-0.00334236404498395,-0.05838246393105592,0.1370719368660114,0.03283938055328475,-0.20033721096706478,0.0004842304877563791,0.013787387542131092,-0.024846720887071072
2024-07-11,-0.0567299206825469,0.03580582241577274,-0.15178108774185495,0.028130762630244686,-0.025180283623926256,0.0968171919740599,0.028983427963168835,-0.10745689856036525,0.05611979135225825,0.039071840392882036,-0.03358971446721963
2024-07-12,-0.037351528515748106,0.02003725436512362,-0.1463881273608317,0.04100975522959627,-0.014949661088991397,0.09342975431999699,0.04050343316753649,-0.09473743504988766,0.07351297217798591,0.0499110134270028,-0.016451656378108394
2024-07-15,-0.024184431066478794,0.04514020945693851,-0.10250751971039618,0.07069528020696185,0.010340676652902683,0.11592807548741649,0.03940676085481776,-0.07519953124161709,0.030725243693646334,0.05894139654234084,-0.0009260909722933336
2024-07-16,0.01885275063898087,0.06449421164097315,-0.0848041449894904,0.08837370750514656,0.04644146978617665,0.1311676298705695,0.06338459980596531,-0.03710064847217867,0.056842193958794536,0.079648150753032,0.05380339717948782
2024-07-17,0.022743071542986555,0.03660691972338054,-0.056956964767714564,0.10425171197873077,0.022374963843071062,0.04537097768289186,0.0787357763234917,-0.0018135296327115302,0.07307673418060218,0.084166172571786,0.025416749310408826
2024-07-18,0.00020014140092243157,0.03634939748833108,-0.05053046152378281,0.07573858672140087,0.011836496044997733,0.06202844626659786,0.06439450335409773,-0.008950780318223467,0.04860271086159783,0.037776433239461955,0.009953553826069508
2024-07-19,-0.018119747455235764,0.022062537321320793,-0.06896377459086314,0.050615591627582696,0.004316662126445724,0.04234131359675067,0.05256825933555846,-0.011744106581533742,0.044803143416219826,0.04825640641813249,-0.0012738776138645214
2024-07-22,-0.010700152023337501,0.04258202631581165,-0.09280050364520345,0.047503656295462715,0.026614452545540523,0.11527862202626911,0.04365417790061,0.0034153856852552067,0.04547197146074973,0.05601279494751977,0.030696172163890034
2024-07-23,-0.003796108824240571,0.038206866081138546,-0.12966355404093804,0.03858896145993468,0.014920751067931084,0.09643253247526867,0.026424765220928396,-0.00922932506155022,0.022854552010993713,0.050689541925404855,0.016627592641855413
2024-07-24,-0.02068171856583724,-0.03141697303908736,-0.13467910757760793,0.0038179670819094604,-0.04290077396118009,-0.008177461670375946,0.02169354349602664,-0.0469935248431943,0.040548100602667725,0.054072954573863644,-0.08009707018120654
2024-07-25,-0.015837102007307355,-0.05501430471794937,-0.10322824177935547,0.011618940086586808,-0.0189728652097952,-0.03464969956549793,0.011607947890707805,-0.06198732082408946,0.01705614516606315,0.04704683466510115,-0.09755179115297022
2024-07-26,0.009193444893642887,0.0208311566000558,-0.10159822944206273,0.0492981139944669,0.011595347162657824,-0.007225869502364729,0.034492537455559164,-0.023091530542974484,0.03393909071027167,0.06584452418715998,-0.07713810882036898
2024-07-29,0.006409754453703571,0.01022397932038134,-0.10908726607758422,0.048020819462448815,0.006388000369331164,-0.028275969517802965,0.03749359936347711,-0.011361999656778393,0.05512283485035849,0.06678109162306496,-0.05450482310606026
2024-07-30,-0.00865044434860836,0.030960310670168197,-0.08628363100728864,0.07252284040060822,0.005462140208151504,-0.0830622369781519,0.020345913964047006,-0.009411164835184865,0.05124520613111748,0.0649779271375165,-0.08890587901760368
2024-07-31,0.03140643194380138,0.07388354738297477,-0.047629952267244945,0.07809977948381605,0.04483519647929961,0.0226721203822889,0.021252904642767426,0.007304231019173185,0.08356700879549923,0.0581299257948808,-0.032781160807972096
2024-08-01,0.017844108765880117,0.07226629814919279,-0.08415021283040468,0.048285415017156295,0.008999569093118952,-0.042922906819512885,0.04668669723081153,0.03783669369286406,0.09712555192652048,0.07309283125298482,-0.07518074637242879
2024-08-02,-0.015413306993729803,0.02746380600268513,-0.13982990147700555,-0.005493960807646851,-0.04163809735311956,-0.11370843910117714,0.049240102571690196,0.022897302775978026,0.0930507814790808,0.0697247785839319,-0.15989426027373943
2024-08-05,-0.07031448958277717,-0.042524209918121524,-0.18153529086301198,-0.06663735183219506,-0.08287724514800285,-0.20452697172772122,0.005146081657721884,-0.0453834369144175,0.028452524923980437,0.010754352000866847,-0.21923708625618424
2024-08-06,-0.06634912742415064,-0.03326753372530127,-0.17770792010728526,-0.04833783806604161,-0.06972637655086517,-0.1914507916553438,0.01853430923516401,-0.0025283874858255118,0.04016399334148092,0.015856720978679323,-0.20974917848921187
2024-08-07,-0.10414472885371742,-0.04486437569520517,-0.1694348322019818,-0.0494181338741929,-0.08180101041635546,-0.2179705860650527,0.009491604038592245,-0.028758239296690982,0.039717061887471,-0.013286962022178037,-0.2345103904882056
2024-08-08,-0.07037684906403674,-0.004405001728595287,-0.12898401583042896,-0.02175309049656142,-0.03781207813903914,-0.15434581104293266,0.0308180081209636,-0.001277613063169758,0.030982658134782265,0.0339793233591041,-0.19236618594974406
2024-08-09,-0.08258786658532782,0.007365732348157048,-0.13745900763342078,-0.02090529490807142,-0.04731503146637974,-0.14569006226832698,0.025075175615894552,-0.017174119288952974,0.022266582840943825,0.03512517902781007,-0.1929052137842479
2024-08-12,-0.09223862335891475,-0.008171809168886858,-0.12292025360064027,-0.03512525764761227,-0.05799018501579934,-0.13417764220692524,0.008975254720959697,-0.025017059337397618,0.026879641965944324,0.025227711718611864,-0.19486037564090944
2024-08-13,-0.07257163806769762,0.019651126997665407,-0.1387089019773593,-0.014615291994463302,-0.033322169024421484,-0.08164746115576652,0.02110153229542064,-0.014139563960418405,0.03873413783240439,0.05036398449041497,-0.14843090110039675
2024-08-14,-0.07352508363685543,0.0033055844004139107,-0.12902400952017934,0.0044719117444257175,-0.025025972929364947,-0.08018336709718221,0.029677294540377715,-0.014879869021454495,0.03456712714279941,0.04964996270451756,-0.16290948596822355
2024-08-15,-0.04482862629402866,0.01483366866859398,-0.10879531892789467,0.015503396621821288,-0.005038486096153866,-0.048010218657186784,0.0395858537540843,-0.038943788759569026,0.019040966006672867,0.04086492956020619,-0.10602916854632145
